 -0.500000000      0.500000000       1.14908102E-20   1.00000005E-04  -1.00000005E-04   1.00000000       0.00000000       0.00000000       0.00000000    
 -0.500000000      0.500000000       4.59077227E-20   2.00000009E-04  -2.00000009E-04   1.00000000       0.00000000       0.00000000       0.00000000    
 -0.500000000      0.500000000       1.14713795E-19   3.00000014E-04  -3.00000014E-04   1.00000000       0.00000000       0.00000000       0.00000000    
 -0.500000000      0.500000000       2.29344329E-19   4.00000019E-04  -4.00000019E-04   1.00000000       0.00000000       0.00000000       0.00000000    
 -0.500000000      0.500000000       4.01290131E-19   5.00000024E-04  -5.00000024E-04   1.00000000       0.00000000       0.00000000       0.00000000    
 -0.500000000      0.500000000       6.42014268E-19   6.00000028E-04  -6.00000028E-04   1.00000000       0.00000000       0.00000000       0.00000000    
 -0.500000000      0.500000000       9.62979784E-19   7.00000033E-04  -7.00000033E-04   1.00000000       0.00000000       0.00000000       0.00000000    
 -0.500000000      0.500000000       1.37564975E-18   8.00000038E-04  -8.00000038E-04   1.00000000       0.00000000       0.00000000       0.00000000    
 -0.500000000      0.500000000       1.89148723E-18   9.00000043E-04  -9.00000043E-04   1.00000000       0.00000000       0.00000000       0.00000000    
 -0.500000000      0.500000000       2.52195519E-18   1.00000005E-03  -1.00000005E-03   1.00000000       0.00000000       0.00000000       0.00000000    
 -0.500000000      0.500000000       3.27851671E-18   1.09999999E-03  -1.09999999E-03   1.00000000       0.00000000       0.00000000       0.00000000    
 -0.500000000      0.500000000       4.17260713E-18   1.20000006E-03  -1.20000006E-03   1.00000000       0.00000000       0.00000000       0.00000000    
 -0.500000000      0.500000000       5.21568975E-18   1.30000012E-03  -1.30000012E-03   1.00000000       0.00000000       0.00000000       0.00000000    
 -0.500000000      0.500000000       6.41925491E-18   1.40000018E-03  -1.40000018E-03   1.00000000       0.00000000       0.00000000       0.00000000    
 -0.500000000      0.500000000       7.79473798E-18   1.50000025E-03  -1.50000025E-03   1.00000000       0.00000000       0.00000000       0.00000000    
 -0.500000000      0.500000000       9.35360203E-18   1.60000031E-03  -1.60000031E-03   1.00000000       0.00000000       0.00000000       0.00000000    
